company_code,company_name,pdf_filename,page_index,pdf_file_page,matched_categories,matched_keywords,issuer_alias_hits,hard_negative_hits,non_target_keywords,rule_or_promise_keywords,strong_event_hits,score,candidate_status,selection_source,parent_hit_page,expansion_reason,section_context,section_context_source,entity_scope,entity_scope_reason,issuer_bound_event,issuer_bound_event_reason,event_evidence_count,non_event_narrative,text_length,snippet
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,429,430,share_transfer_flow,转让方,,承诺,,,action|amount_or_ratio|target_keyword,-3,drop,direct_hit,,,,,unclear,,no,,2,锁定期满后,850,减持股份》的相关规定。若中国证监会和深圳证券交易所在本人 减持公司股份前有其他规定的，则本人承诺在减持时严格遵守届时有效的规定。 二、本人在持有公司股票锁定期届满后两年内拟减持公司股票的，减持价 格将不低于公司股票的发行价。若公司上市后发生派息、送股、资本公积转增 股本等除权、除息行为的，上述发行价为除权除息后的价格。 三、本人减持公司股份应符合相关法律、法规、规章的规定，具体方式包 括但不限于交易所集中竞价交易方式、大宗交易方式、协议转让方式等。 四、本人拟减持公司股份的，将根据届时有效的法律法规的要求履行通知 和公告义务。 五、如以上承诺事项被证明不真实或未被遵守，则出售股票收益归公司所 有，本人将在五个工作日内将前述收益缴纳至公司指定账户。如因本人未履行 上述承诺事项给公司或者其他投资者造成损失的，本人将向公司或者其他投资 者依法承担赔偿责任。本人怠于承担前述责任，则公司有权在分红或支付本人 其他报酬时直接扣除相应款项。” （四）公司持股5%以上股东承诺 “一、
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,430,431,share_transfer_flow,转让方,云汉芯城,承诺|稳定股价,,,action|issuer_alias|target_keyword,3,drop,direct_hit,,,,,unclear,,no,,1,,698,式包括但不限于交易所集中竞价交易方式、大宗交易方式、协议转让方式等。” 三、关于稳定股价的措施和承诺 （一）发行人承诺 “本公司承诺，公司上市后三年内，若本公司股价持续低于每股净资产， 本公司将严格依照《云汉芯城（上海）互联网科技股份有限公司上市后三年内 稳定股价预案》中规定的相关程序通过回购本公司股票的方式启动股价稳定措 施。” （二）公司控股股东和实际控制人曾烨承诺 “本人承诺，公司上市后三年内，若公司股价持续低于每股净资产，本人 将严格依照《云汉芯城（上海）互联网科技股份有限公司上市后
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,5,6,historical_evolution|equity_snapshot,股东变化|股权结构,,募集资金用途|声明|风险因素,,,action|target_keyword,-5,drop,direct_hit,,,,,unclear,,no,,1,,2784,....................................................................................... 37 一、发行人概况 .................................................................................................. 37 二、发行人的设立情况、报告期内的股本和股东变化情况 .......................... 37 三、发行人成立以来的重要事件 ...................................................................... 45 四、发行人在其他证券市场的上市/挂牌情况 ................................................ 47 五、发行人的股权结构和组织结构 .....
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,16,17,equity_snapshot,持股比例,黄山谷捷,利润分配|承诺|投资者保护|现金分红|约束措施|股利分配|董事、监事、高级管理人员|附件,,锁定期限,amount_or_ratio|date|issuer_alias|target_keyword,-4,drop,direct_hit,,,,,unclear,,no,,2,dominant_non_event:滚存利润分配,864,额为负，未来公司业务的快速发展仍 将给公司带来较大的资金压力，如果公司不能及时回笼资金，经营活动产生的现 金流量净额可能继续出现负数或与净利润金额差异较大，进而对公司的财务状况 和生产经营带来不利影响。 （二）关于滚存利润的分配及上市后的现金股利分配方案 公司2023 年第一次临时股东大会审议通过了《关于公司首次公开发行股票 并在创业板上市前滚存利润分配方案的议案》，同意公司本次发行前的滚存未分 配利润由本次发行后的新老股东按照发行后的持股比例共享。 本公司提示投资者认真阅读公司发行上市后的利润分配政策、现金分红的最 低比例、上市后三年内利润分配计划和长期回报规划，具体事项详见本招股说明 书“第九节 投资者保护”之“二、股利分配政策”相关内容。 （三）本次发行相关主体作出的重要承诺 公司控股股东、实际控制人及其一致行动人已承诺，若出现公司上市当年或 之后第二年、第三年较上市前一年扣除非经常性损益后归母净利润下滑50%以上 等情形的，延长其届时所持股份锁定期限。本公司提
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,37,38,company_establishment|historical_evolution,公司设立|有限公司设立|股东变化|验资报告,黄山谷捷,,,,action|amount_or_ratio|date|establishment_signature|issuer_alias|issuer_establishment_heading|target_keyword,25,candidate,direct_hit+event_bundle_context,39,bridge_page_continuity|event_heading|issuer_bound_event|same_section_context|strong_core_signature,issuer_history,报告期内的股本和股东变化情况,issuer,explicit_issuer_establishment_heading,yes,issuer_establishment_heading,5,,639,"1-1-37 第四节 发行人基本情况 一、发行人概况 公司名称 黄山谷捷股份有限公司 英文名称 HuangShan Googe Co.,Ltd. 注册资本 6,000万元 法定代表人 胡恩谓 成立日期 2012年6月12日（有限公司）；2022年9月13日（股份有限公司） 住所 安徽省黄山市徽州区城北工业园文峰西路10号 邮编 245900 电话 0559-3567566 互联网网址 www.googemetal.com 电子邮箱 gjzqb@googemetal.com 负责信息披露及投资 者关系"
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,38,39,company_establishment|equity_snapshot|overall_conversion,公司设立|出资比例|持股比例|整体变更|股份公司设立|股权结构|验资报告,黄山谷捷,,,,action|amount_or_ratio|conversion_signature|date|establishment_signature|issuer_alias|issuer_establishment_heading|snapshot_signature|target_keyword,22,candidate,direct_hit+event_bundle_context,38,bridge_page_continuity|event_heading|issuer_bound_event|same_section_context|strong_core_signature|table_header_without_total|table_like,issuer_history,报告期内的股本和股东变化情况,issuer,explicit_issuer_establishment_heading,yes,issuer_establishment_heading,5,,1041,"1-1-38 设立时，谷捷有限的股权结构如下： 序号 股东姓名/名称 出资额（万元） 出资比例（%） 昆山谷捷 1,000.00 100.00 合 计 1,000.00 100.00 2、股份公司设立情况 2022 年8 月5 日，中审众环会计师出具《审计报告》（众环审字（2022） 0113941号），确认截至2022 年5 月31日，谷捷有限经审计后的净资产为20,152.51 万元。 2022 年8 月7 日，中联国信出具《资产评估报告》 （皖中联国信评报字（2"
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,39,40,equity_snapshot|overall_conversion,净资产折股|持股数量|持股比例|整体变更|股权结构,黄山谷捷,,,,action|amount_or_ratio|conversion_signature|date|issuer_alias|snapshot_signature|target_keyword,18,candidate,direct_hit+event_bundle_context+table_continuation,38,event_heading|same_section_context|strong_core_signature|table_like,issuer_history,报告期内的股本和股东变化情况,unclear,,no,,3,,295,"1-1-39 收资本6,000.00 万元，出资方式为净资产折股。 2022 年9 月13 日，黄山谷捷取得了黄山市市场监督管理局为其换发的营业 执照（统一社会信用代码：913410045986552970）。 本次整体变更后，黄山谷捷的股权结构如下： 序号 股东姓名/名称 持股数量（万股） 持股比例（%） 黄山供销集团 3,112.20 51.8700 赛格高技术 1,539.00 25.6500 张俊武 438.90 7.3150 周斌 438.90 7.3150 黄山佳捷 300.0"
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,40,41,company_establishment|historical_evolution|equity_snapshot|overall_conversion,公司设立|持股比例|整体变更|有限公司设立|股东变化,,,,,action|amount_or_ratio|date|issuer_establishment_heading|subscription_signature|target_keyword,20,candidate,direct_hit+event_bundle_context,38,bridge_page_continuity|event_heading|issuer_bound_event|same_section_context|strong_core_signature,issuer_history,报告期内的股本和股东变化情况,issuer,explicit_issuer_establishment_heading,yes,issuer_establishment_heading,5,,569,"1-1-40 （二）发行人报告期内的股本和股东变化情况 2012年6月，谷捷有限 成立 2021年4月，第一次股 权转让 2021年4月，吸收合并 2021年11月，第一次 增资 2022年5月，第二次 增资 2022年9月，整体变更 为股份公司 注册资本1,000万元，由昆山谷捷出资设立 昆山谷捷将其所持谷捷有限78%、11%、11%的股权 分别转让给黄山供销集团、张俊武、周斌，转让 后黄山供销集团、张俊武、周斌分别持有78%、 11%、11%的股权 谷捷有限吸收合并昆山谷捷"
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,41,42,share_transfer_flow|equity_snapshot,出资比例|受让方|股权结构|股权转让,黄山谷捷,,,,action|amount_or_ratio|date|issuer_alias|target_keyword,6,drop,direct_hit,,,issuer_history,报告期内的股本和股东变化情况,other_entity,post_event_structure_subject:谷捷有限,no,,3,,576,1-1-41 2、2021 年4 月，第一次股权转让 2020 年12 月30 日，黄山市供销社、黄山供销集团出具《关于同意昆山谷 捷股权转让以及黄山谷捷吸收合并昆山谷捷的批复》（黄供集团[2020]80 号）， 同意昆山谷捷将其所持谷捷有限78%、11%、11%的股权以零对价分别转让给黄 山供销集团、张俊武、周斌。 2021 年4 月3 日，谷捷有限股东昆山谷捷作出股东决定，同意昆山谷捷进 行股权转让，受让方系昆山谷捷全体股东，各股东按持有昆山谷捷的股权比例受 让谷捷有限股权。
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,42,43,company_establishment|share_transfer_flow|equity_snapshot,出资比例|股权转让|验资报告,黄山谷捷,,,,action|amount_or_ratio|date|establishment_signature|issuer_alias|target_keyword,18,candidate,direct_hit,,,issuer_history,报告期内的股本和股东变化情况,unclear,,no,,3,,844,"2 月24 日，谷捷有限及昆山谷捷召开股东会，同意谷捷有限吸收 合并昆山谷捷，合并后谷捷有限存续，昆山谷捷注销；同日，谷捷有限与昆山谷 捷签订《合并协议》。 2020 年12 月25 日，谷捷有限与昆山谷捷在《中国商报》联合刊登了吸收 合并公告，按照《公司法》规定履行了债权人告知等义务。公告期满，未有债权 人要求谷捷有限清偿债务或要求谷捷有限提供相应担保。 2020 年12 月30 日，黄山市供销社、黄山供销集团出具《关于同意昆山谷 捷股权转让以及黄山谷捷吸收合并昆山谷捷的批复》（黄供集团[2020]80 号）， 同意谷捷有限吸收合并昆山谷捷，吸收合并后昆山谷捷注销，谷捷有限存续。 2021 年4 月7 日，谷捷有限召开股东会，吸收合并后谷捷有限的注册资本 变更为1,200 万元，其中黄山供销集团出资936 万元，张俊武出资132 万元，周 斌出资132 万元；同日，谷捷有限与昆山谷捷再次签订《吸收合并协议》，进一 步明确了双方权利义务等条款。 2021 年4 月13"
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,43,44,subscription_flow|equity_snapshot,出资比例|增资扩股|增资至|股东名称|股权结构,黄山谷捷|黄山谷捷散热科技有限公司,,,,action|amount_or_ratio|date|issuer_alias|issuer_structure_heading|snapshot_signature|subscription_signature|target_keyword,25,candidate,direct_hit+event_bundle_context,45,bridge_page_continuity|issuer_bound_event|same_section_context|strong_core_signature|table_like,issuer_history,报告期内的股本和股东变化情况,issuer,explicit_issuer_structure_heading,yes,specific_alias_in_event_clause,7,,1063,"1-1-43 单位：万元 序 号 股东名称 吸收合并前 吸收合并后 谷捷有限 昆山谷捷 谷捷有限 出资额 出资比例 出资额 出资比例 出资额 出资比例 黄山供销集团 780.00 78.00% 156.00 78.00% 936.00 78.00% 张俊武 110.00 11.00% 22.00 11.00% 132.00 11.00% 周斌 110.00 11.00% 22.00 11.00% 132.00 11.00% 合计 1,000.00 100.00% 200"
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,44,45,company_establishment|subscription_flow|equity_snapshot,出资比例|增资扩股|增资至|新增注册资本|股权结构|验资报告,黄山谷捷|黄山谷捷散热科技有限公司,股权激励,,,action|amount_or_ratio|date|establishment_signature|issuer_alias|snapshot_signature|subscription_signature|target_keyword,21,candidate,direct_hit+event_bundle_context,44,bridge_page_continuity|event_heading|issuer_bound_event|same_section_context|strong_core_signature|table_header_without_total|table_like,issuer_history,报告期内的股本和股东变化情况,issuer,issuer_bound_event_clause,yes,strong_issuer_capital_pattern,5,,861,1-1-44 2021 年9 月19 日，谷捷有限召开股东会，同意上述增资扩股事项。 2021 年11 月11 日，谷捷有限取得了黄山市市场监督管理局为其换发的营 业执照（统一社会信用代码：913410045986552970）。 2022 年1 月17 日，中审众环会计师出具《验资报告》（众环验字（2022） 0110017 号），确认截至2021 年12 月31 日，谷捷有限已收到股东赛格高技术 和上汽科技缴纳的实收资本514.2857 万元，出资方式为货币。 本次增资完成后，公司股权结构如下： 序号
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,45,46,company_establishment|historical_evolution|equity_snapshot|overall_conversion,公司设立|出资比例|整体变更|股东变化|股份公司设立|股权结构|验资报告,,,,,action|amount_or_ratio|date|establishment_signature|issuer_establishment_heading|snapshot_signature|subscription_signature|target_keyword,12,candidate,direct_hit+table_continuation,45,table_header_without_total,issuer_history,报告期内的股本和股东变化情况,other_entity,post_event_structure_subject:谷捷有限,yes,issuer_establishment_heading,5,,644,1-1-45 执照（统一社会信用代码：913410045986552970）。 2022 年7 月15 日，中审众环会计师出具《验资报告》（众环验字（2022） 0110088 号），确认截至2022 年5 月31 日，谷捷有限已收到股东黄山佳捷缴纳 的实收资本90.2256 万元，出资方式为货币。 本次增资完成后，谷捷有限的股权结构如下： 序号 股东姓名/名称 出资额（万元） 出资比例（%） 黄山供销集团 936.0000 51.8700 赛格高技术 462.8571 25.6500 张俊武 132.0000 7.3150 周斌 132.0000 7.3150
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,46,47,historical_evolution|subscription_flow|share_transfer_flow,新增注册资本|股东变化|股权转让,,,,,action|amount_or_ratio|date|subscription_signature|target_keyword,16,candidate,direct_hit+table_continuation,46,table_header_without_total,issuer_history,报告期内的股本和股东变化情况,unclear,,no,,3,,825,6 注册地和主要生产经 营地 昆山开发区蓬朗大通路南侧、马塘路东侧 注册资本 200.00 万元 公司类型 有限责任公司 经营范围 金属制品、塑料制品、铝合金制品、五金交电、家具、通讯设备及 相关产品的生产和销售；货物进出口业务。（依法须经批准的项目， 经相关部门批准后方可开展经营活动） 股东构成及控制情况 黄山供销集团持有78.00%的股权，张俊武持有11.00%的股权，周 斌持有11.00%的股权 2、吸收合并前，昆山谷捷历次股权和股东变化情况 2009 年6 月30 日，昆山谷捷召开股东会，审议通过《昆山谷捷金属制品有 限公司章程》。根据该公司章程，昆山谷捷设立时注册资本为100 万元，其中吴 斌认缴出资60 万元；张俊武认缴出资20 万元；邓亮认缴出资10 万元；王凌峰 认缴出资10 万元。 2010 年3 月22 日，昆山谷捷召开股东会，同意王凌峰将其所持昆山谷捷10% 股权转让给周斌，邓亮将其所持昆山谷捷10%股权转让给周斌；同日，周斌分别 与王凌峰、邓亮
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,47,48,share_transfer_flow|equity_snapshot,股权结构|股权转让,,,,,action|amount_or_ratio|date|issuer_structure_heading|target_keyword,16,candidate,direct_hit,,,issuer_structure,发行人的股权结构,issuer,explicit_issuer_structure_heading,no,,5,,606,人控制。本 次吸收合并完成后，公司的管理层和实际控制人没有发生变更，主营业务亦没有 发生变化。本次吸收合并有利于精简组织架构、降低管理成本。 四、发行人在其他证券市场的上市/挂牌情况 谷捷有限于2018 年10 月29 日在安徽股权托管交易中心挂牌，2022 年11 月24 日终止在安徽股权托管交易中心挂牌。2022 年12 月30 日，安徽股权托管 交易中心出具证明，确认公司仅通过该中心进行股权登记托管，未通过该中心进 行过股票发行、股权转让、股权质押、增减资等行为，公司未有受到该中心处罚 的情形。 五、发行人的股权结构和组织结构 （一）股权结构图 截至本招股说明书签署日，公司股权结构如下图所示：
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,52,53,equity_snapshot,出资比例|股东名称|股权结构,,,执行事务合伙人|认缴出资额,,action|amount_or_ratio|date|target_keyword,-3,drop,direct_hit,,,,,platform_internal,合伙人|执行事务合伙人|普通合伙人|有限合伙人|认缴出资额,no,,3,,875,"1-1-52 （除依法须经批准的项目外，凭营业执照依法自主开展经营活动）， 许可经营项目是：从事互联网信息服务业务；二类医疗器械零售与 批发。第三类医疗器械经营。（依法须经批准的项目，经相关部门 批准后方可开展经营活动，具体经营项目以相关部门批准文件或许 可证件为准） 主营业务及与发行人 主营业务的关系 主要从事国内贸易、经营进出口、半导体及其他战略性新兴产业投资、 房屋租赁服务等业务，未从事与发行人主营业务相同或相似的业务 股权结构 股东名称 认缴出资额（万元） 比例 深圳市赛格集团有限公司 25,330.8064 84.4360% 深圳市深福保（集团）有 限公司 1,813.9619 6.0465% 深圳市城市建设开发（集 团）有限公司 1,683.5658 5.6119% 中国长城资产管理股份有 限公司贵州省分公司 656.0800 2.1869% 深圳市新产业创业投资有 限公司 515.5859 1.7186% 合计 30,000.0000 100."
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,53,54,equity_snapshot,出资比例,,,,,action|amount_or_ratio|target_keyword,0,drop,direct_hit,,,,,other_entity,other_entity_event_clause:资管理有限公司,no,,2,,1184,1-1-53 序号 姓名 合伙人类别 在公司任职情况 出资金额 出资比例 周斌 有限合伙人 董事、副总经理 148.7371 7.00% 汪琦 有限合伙人 财务负责人 148.7371 7.00% 肖内 有限合伙人 研发中心主任 148.7371 7.00% 黄芳芳 有限合伙人 质量部经理 148.7371 7.00% 刘庆喜 有限合伙人 生产部经理 148.7371 7.00% 凌志明 有限合伙人 物料部经理 84.9920 4.00% 吴亚玲 有限合伙人 行政人事部经理 84.9920 4.00
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,57,58,equity_snapshot,持股数量|股东名称|股本结构,,,,,amount_or_ratio|issuer_structure_heading|snapshot_signature|target_keyword,17,candidate,direct_hit,,,issuer_structure,发行人股本情况,issuer,issuer_structure_table_continuation,no,,3,,865,"人不存在贪污、贿赂、侵占财产、挪用财产 或者破坏社会主义市场经济秩序的刑事犯罪，不存在欺诈发行、重大信息披露违 法或者其他涉及国家安全、公共安全、生态安全、生产安全、公众健康安全等领 域的重大违法行为。 十一、发行人股本情况 （一）本次发行前后的股本情况 本次发行前发行人总股本为6,000 万股，本次拟公开发行不超过2,000 万股 股份，占本次发行后总股本的比例不低于25.00%。按本次公开发行2,000 万股计 算，发行前后发行人的股本结构如下： 序号 股东名称 本次发行前 本次发行后 持股数量 （万股） 比例 持股数量 （万股） 比例 黄山供销集团 3,112.20 51.8700% 3,112.20 38.9025% 赛格高技术（CS） 1,539.00 25.6500% 1,539.00 19.2375% 张俊武 438.90 7.3150% 438.90 5.4863% 周斌 438.90 7.3150% 438.90 5.4863%"
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,58,59,equity_snapshot,持股数量|持股比例|股东名称,黄山谷捷,,,,amount_or_ratio|date|issuer_alias|issuer_structure_heading|snapshot_signature|target_keyword,20,candidate,direct_hit+event_bundle_context+table_continuation,58,bridge_page_continuity|issuer_bound_event|same_section_context|strong_core_signature|table_like|情况如下,issuer_structure,发行人股本情况,issuer,issuer_structure_table_continuation,yes,strong_issuer_capital_pattern,6,,863,"1-1-58 序号 股东名称 本次发行前 本次发行后 持股数量 （万股） 比例 持股数量 （万股） 比例 黄山佳捷 300.00 5.0000% 300.00 3.7500% 上汽科技（CS） 171.00 2.8500% 171.00 2.1375% 社会公众股 - - 2,000.00 25.0000% 合计 6,000.00 100.0000% 8,000.00 100.0000% 注：CS 指Controlling State-owned Shar"
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,59,60,subscription_flow|equity_snapshot,增资扩股|持股数量|新增注册资本,黄山谷捷|黄山谷捷散热科技有限公司,合伙份额|员工持股平台|董事、监事、高级管理人员,执行事务合伙人,,action|amount_or_ratio|date|issuer_alias|subscription_signature|target_keyword,20,candidate,direct_hit+event_bundle_context,58,bridge_page_continuity|issuer_bound_event|same_section_context|strong_core_signature,issuer_structure,发行人股本情况,issuer,issuer_bound_event_clause,yes,strong_issuer_capital_pattern,5,,867,1-1-59 国资委关于黄山谷捷股份有限公司国有股权管理有关问题的批复》（深国资委函 [2023]182 号），确认赛格高技术、上汽科技为国有实际控制股东，其在中国证 券登记结算有限责任公司登记的投资者一码通账户应标注“CS”标识。 2、外资股份情况 公司股东中，上汽科技为外资股东，持有发行人171 万股，占发行人发行前 总股本的2.85%，注册地为美国。 （五）最近一年发行人新增股东情况 1、新增股东的持股数量及变化情况、取得股份的时间、价格和定价依据 发行
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,60,61,equity_snapshot,持股比例,,合伙份额|承诺|附件,基金管理人,,action|amount_or_ratio|target_keyword,-9,drop,direct_hit,,,issuer_structure,发行人股本情况,other_entity,relationship_or_independence_statement,no,,2,关联关系,691,构及其负责人、高级管理人员、经办人员之间不存在关 联关系，新增股东不存在股份代持情形。 4、新增股东股份锁定承诺 作为申报前12 个月内的新增股东，黄山佳捷承诺自取得股份之日起36 个月 内或本次发行上市之日起12 个月内（以上述期限孰长者为准）不对外转让股份， 具体详见本招股说明书“第十二节 附件”之“四、本次发行相关主体作出的重 要承诺”之“（一）股份流通限制及自愿锁定的承诺”。 （六）本次发行前各股东之间的关联关系及关联股东的各自持股比例 本次发行前，公司股东张俊武为黄山佳捷的普通合伙人，持有黄山佳捷14% 的份额；公司股东周斌为黄山佳捷的有限合伙人，持有黄山佳捷7%的份额。 除上述情况外，截至本招股说明书签署日，发行人各股东之间不存在关联关 系。 （七）发行人股东公开发售股份情况 本次发行不存在发行人股东公开发售股份的情况。 （八）私募投资基金股东备案登记情况 截至本招股说明书签署日，公司共有股东6 名，其中自然人股东2 名，机构 股东4 名。上述机构股东不存
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,62,63,share_transfer_flow,股权转让,黄山谷捷|黄山谷捷散热科技有限公司,股权激励,,,action|amount_or_ratio|date|direct_transfer_signature|issuer_alias|target_keyword,21,candidate,direct_hit+event_bundle_context,62,bridge_page_continuity|issuer_bound_event|same_section_context|strong_core_signature,issuer_structure,发行人股本情况,issuer,issuer_bound_event_clause,yes,transfer_object_is_issuer,5,,1171,1-1-62 特殊权利条款 条款内容 （4）在董事会、股东（大）会结束后15 日内提供相关董事会、股东（大） 会的会议纪要、会议决议复印件或扫描件。 8.9【章程必备内容之一】在不违反《公司法》等黄山谷捷所适用的相关法 律法规、规范性文件的前提下，黄山谷捷、原股东应将上述第8.1 条至第 8.7 条的约定纳入黄山谷捷章程或公司内部管理相关制度。如公司章程与本 协议约定不一致的，均以本协议约定为准。 12.1【股权转让】 【股权转让限制】自投资完成后至黄山谷捷实现合格的首次公开发行之前 （包括在改制为股份有限公司后存续的期间内），未经投资方一事先书面 同意，原股东不得实施下列行为： （1）原股东将其直接或间接持有的黄山谷捷部分或全
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,63,64,,,黄山谷捷|黄山谷捷散热科技有限公司,承诺,,,action|date|issuer_alias,9,review,event_bundle_context,62,issuer_bound_event|same_section_context,issuer_structure,发行人股本情况,issuer,issuer_bound_event_clause,yes,specific_alias_in_event_clause,4,,900,权要求 公司原股东承担对赌义务/责任；自该补充协议签署生效之日起，《增资协议》 中关于一致同意事项、股东知情权等特殊权利条款中公司需承担义务/责任的相 关内容，包括但不限于《增资协议》第八条8.5 款、8.7 款、8.9 款，第十二条12.2 款，第十九条19.1 款、19.6 款，自动终止且自始无效，公司均不再承担相关的 义务/责任。 2023 年9 月15 日，赛格高技术、上汽科技与发行人及原股东黄山供销集团、 张俊武、周斌签署了《黄山谷捷散热科技有限公司增资协议之补充协议（三）》， 约定《增资协议之补充协议（二）》第1.3 条彻底终止且自始无效，同时《增资 协议》第十三条13.2 款涉及公司原股东承担对赌义务/责任的内容，自动终止且 自始无效，公司原股东不再承担相关的义务/责任。 2023 年9 月15 日，赛格高技术、上汽科技、黄山供销集团、张俊武、周斌 出具确认暨承诺函如下： （1）截至本函出具日，不存在触发对赌协议生效的情形，未曾实际执行过 对赌条款或提出
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,72,73,overall_conversion,整体变更,,董事、监事、高级管理人员,,,action|date|target_keyword,2,drop,direct_hit,,,,,unclear,,no,,2,,725,决策有重大影响 的协议。 截至本招股说明书签署日，上述合同与协议均正常履行，不存在违约情形。 （六）董事、监事、高级管理人员及其他核心人员最近两年的变动情况 1、董事变化情况 变动时间 变动原因 变动前人员 变动后人员 2021 年初 - - 胡恩谓、洪海洲、张俊武、 周斌 2021 年9 月19 日 赛格高技术、上汽 科技对谷捷有限增 资 胡恩谓、洪海洲、 张俊武、周斌 胡恩谓、洪海洲、车委、 张俊武、周斌 2022 年9 月8 日 整体变更，设立股 份公司 胡恩谓、洪海洲、 车委、张俊武、周 斌 非独立董事：胡恩谓、洪 海洲、车委、张俊武、周 斌、侯艳；独立董事：徐 冬梅、陈高才、江建辉 2024 年7 月31 日 独立董事陈高才辞 任并补选郭少明为 独立董事 非独立董事：胡恩 谓、洪海洲、车委、 张俊武、周斌、侯 艳；独立董事：徐 冬梅、陈高才、江 建辉 非独立董事：胡恩谓、洪 海洲、车委、张俊武、周 斌、侯艳；独立董事：徐 冬梅、郭少明、江建辉 2、监事变化情
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,73,74,equity_snapshot|overall_conversion,出资比例|整体变更,,公司治理|对外投资情况|董事、监事、高级管理人员,,,action|amount_or_ratio|date|target_keyword,4,drop,direct_hit,,,,,unclear,,no,,3,,844, 责人：汪琦 2021 年1 月23 日 周斌辞去总经理职 务，聘任张俊武为 总经理 总经理：周斌；副 总经理：张俊武、 罗仁棠；财务负责 人：汪琦 总经理：张俊武；副总经 理：周斌、罗仁棠；财务 负责人：汪琦 2022 年1 月21 日 聘任程家斌为董事 会秘书 总经理：张俊武； 副总经理：周斌、 罗仁棠；财务负责 人：汪琦 总经理：张俊武；副总经 理：周斌、罗仁棠；财务 负责人：汪琦；董事会秘 书：程家斌 2022 年9 月8 日 整体变更，设立股 份公司 总经理：张俊武； 副总经理：周斌、 罗仁棠；财务负责 人：汪琦；董事会 秘书：程家斌 总经理：张俊武；副总经 理：周斌、罗仁棠；副总 经理兼董事会秘书：程家 斌；财务负责人：汪琦 4、其他核心人员变化情况 公司其他核心人员为核心技术人员，分别为张俊武、周斌、肖内、王韬，张 俊武、周斌为公司董事、高级管理人员，肖内、王韬自报告期初一直在公司从事 研发工作，最近两年内未发生变化。 上述董事、监事、高级管理人员及其他
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,74,75,equity_snapshot,出资比例|持股比例,,董事、监事、高级管理人员,,,action|amount_or_ratio|target_keyword,3,drop,direct_hit,,,,,unclear,,no,,2,,677,1-1-74 姓名 本公司职务 投资对象名称 出资比例 周斌 董事、副总经理 黄山佳捷 7.00% 徐冬梅 独立董事 苏州芯心思源信息科技有限公司 100.00% 上海懿雨芯心信息科技有限公司 90.00% 西安芯天金铂企业管理合伙企业（有限 合伙） 3.36% 谷伟 职工代表监事 黄山佳捷 8.00% 罗仁棠 副总经理 黄山佳捷 13.00% 程家斌 副总经理、董事会 秘书 黄山佳捷 10.00% 汪琦 财务负责人 黄山佳捷 7.00% 肖内 研发中心主任 黄山佳捷 7.00% 
301581,黄山谷捷,301581_黄山谷捷_IPO招股说明书.pdf,75,76,equity_snapshot,持股比例,,董事、监事、高级管理人员|薪酬情况,,,action|amount_or_ratio|target_keyword,-5,drop,direct_hit,,,,,other_entity,relationship_or_independence_statement,no,,2,,853,1-1-75 姓名 本公司职务 持股方式 持股数（万股） 持股比例 江建辉 独立董事 - - - 方圣伟 监事会主席 - - - 梁毅 监事 - - - 谷伟 职工代表监事 通过黄山佳捷间接持有 24.00 0.4000% 罗仁棠 副总经理 通过黄山佳捷间接持有 39.00 0.6500% 程家斌 副总经理、董事 会秘书 通过黄山佳捷间接持有 30.00 0.5000% 汪琦 财务负责人 通过黄山佳捷间接持有 21.00 0.3500% 肖内 研发中心主任 通过黄山佳捷间接持有 21.00 0
