company_code,company_name,package_id,raw_event_family,event_title,pages,rule_predicted_type,rule_basis,suggested_human_type,human_event_type,type_match_after_confirmation,classification_source,classification_confidence,needs_human_confirmation,review_priority,classification_reason,existing_human_review_status,field_gold_created,reviewed_by,reviewed_at,source_excerpt,confirmation_status
301581,黄山谷捷,301581_equity_snapshot_002,equity_snapshot,本次发行前后股本结构,58|59,equity_snapshot,event_family:equity_snapshot,equity_snapshot,equity_snapshot,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:equity_snapshot,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:20:09,"[PAGE 58][PRIMARY] （一）本次发行前后的股本情况本次发行前发行人总股本为6,000万股，本次拟公开发行不超过2,000万股股份，占本次发行后总股本的比例不低于25.00%。按本次公开发行2,000万股计算，发行前后发行人的股本结构如下：序号股东名称本次发行前本次发行后持股数量（万股）比例持股数量（万股）比例1黄山供销集团3,112.2051.8700%3,112.2038.9025%2赛格高技术（CS）1,539.0025.6500%1,539.0019.2375%3张俊武438.907.3150%438.905.4863%4周斌438.907.3150%438.905.4863% [PAGE 59][PRIMARY] 黄山谷捷股份有限公司招股说明书1-1-58序号股东名称本次发行前本次发行后持股数量（万股）比例持股数量（万股）比例5黄山佳捷300.005.0000%300.003.7500%6上汽科技（CS）171.002.8500%171.002.1375%7社会公众股--2,000.0025.0000%合计6,000.00100.0000%8,000.00100.0000%注：CS指ControllingState-ownedShareholder，国有实际控制股东，根据《深圳市国资委关于黄山谷捷股份有限公司国有股权管理有关问题的批复》（深国资委函[2023]182号）认定，下同。",BATCH_CONFIRMED_BY_STUDENT
301581,黄山谷捷,301581_equity_snapshot_003,equity_snapshot,本次发行前完整股东结构,59,equity_snapshot,event_family:equity_snapshot,equity_snapshot,equity_snapshot,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:equity_snapshot；已有字段级Gold支持,GOLD_CREATED,True,lzr,,"[PAGE 59][PRIMARY] （二）本次发行前的前十名股东情况本次发行前，发行人前十名股东的持股情况如下：序号股东姓名/名称持股数量（万股）持股比例1黄山供销集团3,112.2051.8700%2赛格高技术（CS）1,539.0025.6500%3张俊武438.907.3150%4周斌438.907.3150%5黄山佳捷300.005.0000%6上汽科技（CS）171.002.8500%合计6,000.00100.0000%",BATCH_CONFIRMED_BY_STUDENT
301581,黄山谷捷,301581_establishment_001,establishment,有限公司设立及初始出资,38|39,establishment_contribution,event_family:establishment,establishment_contribution,establishment_contribution,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:establishment,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:20:17,"[PAGE 38][PRIMARY] 1、有限公司设立情况2012年4月11日，黄山市供销社出具《关于同意投资昆山谷捷项目的批复》（黄供财[2012]22号），同意设立谷捷有限。2012年5月28日，谷捷有限股东昆山谷捷作出股东决定，同意由昆山谷捷出资1,000万元，设立谷捷有限。2012年6月12日，安徽天正达会计师事务所出具《验资报告》（皖天会验字[2012]第261号），确认截至2012年6月12日，谷捷有限已收到昆山谷捷缴纳的注册资本1,000万元，出资方式为货币。2012年6月12日，谷捷有限取得了黄山市工商行政管理局徽州区分局核发的营业执照（注册号：341004000012276）。 [PAGE 39][PRIMARY] 黄山谷捷股份有限公司招股说明书1-1-38设立时，谷捷有限的股权结构如下：序号股东姓名/名称出资额（万元）出资比例（%）1昆山谷捷1,000.00100.00合计1,000.00100.",BATCH_CONFIRMED_BY_STUDENT
301581,黄山谷捷,301581_overall_conversion_001,overall_conversion,整体变更设立股份有限公司,39|40,overall_conversion,title_keyword:整体变更/整体改制,overall_conversion,overall_conversion,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,title_keyword:整体变更/整体改制,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:20:28,"[PAGE 39][PRIMARY] 002、股份公司设立情况2022年8月5日，中审众环会计师出具《审计报告》（众环审字（2022）0113941号），确认截至2022年5月31日，谷捷有限经审计后的净资产为20,152.51万元。2022年8月7日，中联国信出具《资产评估报告》（皖中联国信评报字（2022）第223号），确认截至2022年5月31日，谷捷有限净资产评估值为28,244.00万元。2022年8月24日，黄山市供销社、黄山供销集团出具《关于黄山谷捷散热科技有限公司整体改制变更设立股份有限公司的批复》（黄供集团[2022]44号）注1，同意谷捷有限整体变更为股份有限公司。2022年8月24日，谷捷有限召开股东会，同意将谷捷有限变更为股份有限公司，以截至2022年5月31日经审计的净资产20,152.51万元按1:0.29773比例折成6,000万股作为发行人总股本，每股面值1元，净资产余额14,152.51万元转为股份有限公司的资本公积，整体变更后各股东持股比例保持不变。2022年8月24日，谷捷有限全体股东签订《黄山谷捷股份有限公司发起人协议》。2022年9月8日，公司召开创立大会暨首次股东大会，审议通过了公司章程并选举产生了第一届董事会和监事会。2022年9月8日，中审众环会计师出具《验资报告》（众环验字（2022）0110090号），确认截至2022年9月8日，黄山谷捷已收到全体股东缴纳的实注1：根据安徽省供销合作社联合社出具的批复，经报省委农村工作领导小组审定，原则同意《黄山市供销合作社综合改革实施方案》，要求“市联合社机关实行企业化运营，不再纳入市政府机",BATCH_CONFIRMED_BY_STUDENT
301581,黄山谷捷,301581_share_transfer_flow_001,share_transfer_flow,2021年4月第一次股权转让,42,share_transfer,event_family:share_transfer_flow,share_transfer,share_transfer,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:share_transfer_flow；已有字段级Gold支持,GOLD_CREATED,True,lzr,,"[PAGE 42][PRIMARY] 2、2021年4月，第一次股权转让2020年12月30日，黄山市供销社、黄山供销集团出具《关于同意昆山谷捷股权转让以及黄山谷捷吸收合并昆山谷捷的批复》（黄供集团[2020]80号），同意昆山谷捷将其所持谷捷有限78%、11%、11%的股权以零对价分别转让给黄山供销集团、张俊武、周斌。2021年4月3日，谷捷有限股东昆山谷捷作出股东决定，同意昆山谷捷进行股权转让，受让方系昆山谷捷全体股东，各股东按持有昆山谷捷的股权比例受让谷捷有限股权。同日，昆山谷捷分别与黄山供销集团、张俊武、周斌签署了股权转让相关协议。转让前后，谷捷有限的股权结构图对比如下：2021年4月7日，谷捷有限取得了黄山市徽州区市场监督管理局为其换发的营业执照（统一社会信用代码：913410045986552970）。本次股权转让后，谷捷有限的股权结构如下：序号股东姓名/名称出资额（万元）出资比例（%）1黄山供销集团780.0078.002张俊武110.0011.003周斌110.0011.00合计1,000.00100.00本次股权转让系同一股权结构下的公司架构调整，股权转让完成后，黄山供销集团、张俊武、周斌对谷捷有限的持股方式由间接持股变更为直接持股，本次股权转让价格为0元。",BATCH_CONFIRMED_BY_STUDENT
301581,黄山谷捷,301581_subscription_flow_001,subscription_flow,2021年4月吸收合并并增加注册资本,43|44,capital_increase,event_family:subscription_flow,capital_increase,capital_increase,True,AI-assisted draft; event type confirmed by student,medium,True,MEDIUM,event_family:subscription_flow；吸收合并与增资同时出现，主类型建议归入capital_increase,GOLD_CREATED,True,,,"[PAGE 43][PRIMARY] 3、2021年4月，吸收合并2020年12月24日，谷捷有限及昆山谷捷召开股东会，同意谷捷有限吸收合并昆山谷捷，合并后谷捷有限存续，昆山谷捷注销；同日，谷捷有限与昆山谷捷签订《合并协议》。2020年12月25日，谷捷有限与昆山谷捷在《中国商报》联合刊登了吸收合并公告，按照《公司法》规定履行了债权人告知等义务。公告期满，未有债权人要求谷捷有限清偿债务或要求谷捷有限提供相应担保。2020年12月30日，黄山市供销社、黄山供销集团出具《关于同意昆山谷捷股权转让以及黄山谷捷吸收合并昆山谷捷的批复》（黄供集团[2020]80号），同意谷捷有限吸收合并昆山谷捷，吸收合并后昆山谷捷注销，谷捷有限存续。2021年4月7日，谷捷有限召开股东会，吸收合并后谷捷有限的注册资本变更为1,200万元，其中黄山供销集团出资936万元，张俊武出资132万元，周斌出资132万元；同日，谷捷有限与昆山谷捷再次签订《吸收合并协议》，进一步明确了双方权利义务等条款。2021年4月13日，谷捷有限取得了黄山市徽州区市场监督管理局为其换发的营业执照（统一社会信用代码：913410045986552970）。2021年8月20日，国家税务总局苏州昆山经济技术开发区税务局出具《清税证明》（昆开税税企清[2021]9296号），确认昆山谷捷税务事项已结清。2021年9月7日，昆山市市场监督管理局出具《准予注销登记通知书》（（05831101zc）公司注销[2021]第09070003号），核准昆山谷捷注销。2022年11月16日，中审众环会计师出具《验资报告》（众环验字（2022）011",USER_CONFIRMED
301581,黄山谷捷,301581_subscription_flow_002,subscription_flow,2021年11月第一次增资,44|45,capital_increase,event_family:subscription_flow,capital_increase,capital_increase,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:subscription_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:20:43,"[PAGE 44][PRIMARY] 4、2021年11月，第一次增资，增资至1,714.2857万元2021年7月31日，黄山江南新科苑资产评估事务所（特殊普通合伙）出具《资产评估报告》（新科苑评报字（2021）第0112号），确认截至2020年12月31日，谷捷有限股东全部权益价值为26,461.86万元。2022年11月25日，中联国信出具《评估复核报告》（皖中联国信复核字（2022）第002号），认为评估结果基本反映了资产在评估基准日的市场价值。2021年9月17日，黄山市供销社、黄山供销集团出具《关于黄山谷捷散热科技有限公司增资扩股有关事项的批复》（黄供集团[2021]52号），同意谷捷有限增资扩股，由赛格高技术和上汽科技向谷捷有限增资。2021年9月18日，赛格高技术、上汽科技与黄山供销集团、张俊武、周斌及谷捷有限签署《黄山谷捷散热科技有限公司增资协议》，约定谷捷有限增加注册资本514.2857万元，其中赛格高技术认缴462.8571万元、上汽科技认缴51.4286万元，增资价格为22.42元/注册资本，出资方式为货币。各方在增资协议中约定了回购条款及其他股东特殊权利条款，相关内容及解除情况详见本节之“十一、发行人股本情况”之“（十）本次发行前涉及的对赌协议及其解除情况”。 [PAGE 45][PRIMARY] 黄山谷捷股份有限公司招股说明书1-1-442021年9月19日，谷捷有限召开股东会，同意上述增资扩股事项。2021年11月11日，谷捷有限取得了黄山市市场监督管理局为其换发的营业执照（统一社会信用代码：913410045986552970）。2022年1月1",BATCH_CONFIRMED_BY_STUDENT
301581,黄山谷捷,301581_subscription_flow_003,subscription_flow,2022年5月第二次增资,45|46,capital_increase,event_family:subscription_flow,capital_increase,capital_increase,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:subscription_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:20:55,"[PAGE 45][PRIMARY] 005、2022年5月，第二次增资，增资至1,804.5113万元2022年4月28日，中联国信出具《资产评估报告》（皖中联国信评报字（2022）第171号），确认截至2021年12月31日，谷捷有限股东全部权益的市场价值为40,370万元。2022年5月17日，黄山市供销社、黄山供销集团出具《关于黄山谷捷散热科技有限公司员工股权激励实施方案的批复》（黄供集团[2022]27号），同意谷捷有限实施员工股权激励。2022年5月20日，谷捷有限召开股东会，同意将公司的注册资本由1,714.2857万元增至1,804.5113万元，新增注册资本90.2256万元由员工持股平台黄山佳捷全额认缴。2022年5月24日，谷捷有限与黄山佳捷签署《黄山谷捷散热科技有限公司增资扩股协议》，新增注册资本90.2256万元由黄山佳捷全额认缴，增资价格为23.55元/注册资本，出资方式为货币。2022年5月26日，谷捷有限取得了黄山市市场监督管理局为其换发的营业 [PAGE 46][PRIMARY] 黄山谷捷股份有限公司招股说明书1-1-45执照（统一社会信用代码：913410045986552970）。2022年7月15日，中审众环会计师出具《验资报告》（众环验字（2022）0110088号），确认截至2022年5月31日，谷捷有限已收到股东黄山佳捷缴纳的实收资本90.2256万元，出资方式为货币。本次增资完成后，谷捷有限的股权结构如下：序号股东姓名/名称出资额（万元）出资比例（%）1黄山供销集团936.000051.87002赛格高技术462.857125.6",BATCH_CONFIRMED_BY_STUDENT
603418,友升股份,603418_equity_snapshot_001,equity_snapshot,报告期初股权结构,43|44,equity_snapshot,event_family:equity_snapshot,equity_snapshot,equity_snapshot,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:equity_snapshot,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:21:14,"[PAGE 43][PRIMARY] 1、报告期初公司的股权结构报告期初，友升有限的股权结构如下：序号股东名称出资额（万元）出资比例1泽升贸易8,190.808674.80% [PAGE 44][PRIMARY] 上海友升铝业股份有限公司招股说明书43序号股东名称出资额（万元）出资比例2达晨创联基金1,642.541815.00%3共青城泽升930.77378.50%4罗世兵186.15471.70%合计10,950.2788100.00%2、2020年9月，整体变更为股份有限公司，股本增加至12,000.00万元友升股份设立情况参见本节“二/（二）股份有限公司的设立情况”之说明。",BATCH_CONFIRMED_BY_STUDENT
603418,友升股份,603418_equity_snapshot_002,equity_snapshot,招股说明书签署日发行人股权关系图,52,equity_snapshot,event_family:equity_snapshot,equity_snapshot,equity_snapshot,True,AI-assisted draft; event type confirmed by student,medium,True,MEDIUM,event_family:equity_snapshot；首轮人工审阅已标记需进一步核对,REVIEWED_NEEDS_FURTHER_WORK,False,lzr,2026-06-19T17:21:27,[PAGE 52][PRIMARY] 五、发行人的股权结构截至本招股说明书签署日，公司的股权结构如下：,USER_CONFIRMED
603418,友升股份,603418_equity_snapshot_003,equity_snapshot,本次发行前后股本结构,73|74,equity_snapshot,event_family:equity_snapshot,equity_snapshot,equity_snapshot,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:equity_snapshot,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:21:44,"[PAGE 73][PRIMARY] （一）发行前后的股本结构公司发行前的总股本为14,480.1333万股，本次公开发行股份数量为4,826.7111万普通股，本次发行前后公司股本情况如下：序号股东名称发行前股本结构发行后股本结构股数（万股）比例股数（万股）比例一、有限售条件流通股14,480.1333100.00%14,480.133375.00%1泽升贸易8,976.000061.99%8,976.000046.49%2达晨创联基金1,800.000012.43%1,800.00009.32% [PAGE 74][PRIMARY] 上海友升铝业股份有限公司招股说明书733共青城泽升1,020.00007.04%1,020.00005.28%4金浦临港基金840.00005.80%840.00004.35%5金浦科创基金360.00002.49%360.00001.86%6杉晖创业297.33332.05%297.33331.54%7上海联炻297.33332.05%297.33331.54%8罗世兵204.00001.41%204.00001.06%9上海骁墨180.00001.24%180.00000.93%10安吉璞颉148.66671.03%148.66670.77%11财投晨源89.20000.62%89.20000.46%12深圳达晨创程86.59840.60%86.59840.45%13杉创智至59.46670.41%59.46670.31%14杭州达晨创程51.95900.36%51.95900.27%15达晨财汇29.73330.21%29.73330.1",BATCH_CONFIRMED_BY_STUDENT
603418,友升股份,603418_establishment_001,establishment,有限公司设立及初始出资,41|42|50|51,establishment_contribution,event_family:establishment,establishment_contribution,establishment_contribution,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:establishment,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:21:58,[PAGE 41][PRIMARY] （一）有限责任公司的设立情况友升有限成立于1992年12月4日，由徐泾工业公司、友升太平洋美国共同出资设立的中外合资有限责任公司，注册资本为400万美元。 [PAGE 42][PRIMARY] 上海友升铝业股份有限公司招股说明书411992年10月22日，青浦县人民政府出具《青浦县人民政府关于中美合资经营“上海友升铝业有限公司”合同、章程的批复》（青府贸（1992）289号），批复同意设立友升有限等相关事项。1992年11月26日，上海市人民政府向友升有限核发《中华人民共和国外商投资企业批准证书》（外经贸沪字[1992]1636号）。1992年12月4日，友升有限取得《企业法人营业执照》（注册号为工商企合字第02590号），友升有限正式成立。友升有限设立时股东及出资情况如下：序号股东名称出资额（万美元）出资比例1徐泾工业公司240.0060.00%2友升太平洋美国160.0040.00%合计400.00100.00%上海青浦会计师事务所分别于1993年8月20日、1996年12月31日出具资志字第93088号《验资报告》和96338号《验资报告》，确认友升有限400万美元注册资金已全部到位。其中，徐泾工业公司以土地使用权出资99.12万美元，以货币出资140.88万美元；友升太平洋美国以货币出资160.00万美元。 [PAGE 50][SUPPORTING] （六）发行人设立时存在部分实缴出资超期的情况根据上海青浦会计师事务所于1993年8月20日、1996年12月31日分别出具的资志字第93088号《关于上海友升铝业有限公司注册资本的验证,BATCH_CONFIRMED_BY_STUDENT
603418,友升股份,603418_overall_conversion_001,overall_conversion,整体变更设立股份有限公司,42|43,overall_conversion,title_keyword:整体变更/整体改制,overall_conversion,overall_conversion,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,title_keyword:整体变更/整体改制,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:22:17,"[PAGE 42][PRIMARY] （二）股份有限公司的设立情况公司由上海友升铝业有限公司整体变更设立。根据会计师出具的《审计报告》，友升有限截至2020年5月31日的净资产为40,482.37万元。沃克森评估于2020年7月23日出具了沃克森评报字（2020）第1025号《上海友升铝业有限公司拟变更设立股份公司涉及的上海友升铝业有限公司净资产资产评估报告》，根据该评估报告，截至2020年5月31日，友升有限的净资产评估值为48,659.65万元。2020年7月27日，友升有限股东会作出决议，同意根据会计师出具的《审计报告》，以友升有限截至2020年5月31日的净资产40,482.37万元按3.3735:1的比例折合股本12,000.00万元（每股面值1.00元），净资产超过股本部分全部 [PAGE 43][PRIMARY] 上海友升铝业股份有限公司招股说明书42计入资本公积，将友升有限整体变更设立为上海友升铝业股份有限公司。友升有限的全部资产、负债、业务及人员都由变更后的股份公司承继。根据会计师出具的《验资报告》，对股份公司发起人的全部出资予以确认。2020年9月9日，公司在上海市市场监督管理局登记注册并领取《营业执照》（统一社会信用代码9131011860721585X1），友升股份正式成立。公司整体变更设立时的股权结构如下：序号股东名称股份（万股）持股比例1泽升贸易8,976.0074.80%2达晨创联基金1,800.0015.00%3共青城泽升1,020.008.50%4罗世兵204.001.70%合计12,000.00100.00%根据会计师出具的《上海友升铝业股份",BATCH_CONFIRMED_BY_STUDENT
603418,友升股份,603418_share_transfer_flow_001,share_transfer_flow,2003年7月30日第一美亚向美国日升转让友升有限55%股权,48,share_transfer,event_family:share_transfer_flow,share_transfer,share_transfer,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:share_transfer_flow；已有字段级Gold支持,GOLD_CREATED,True,lzr,,[PAGE 48][PRIMARY] 2）2003年7月30日，第一美亚向美国日升转让其所持有的友升有限55%股权，存在股权代持的情况2003年7月30日，第一美亚与美国日升签署《股权转让协议》，约定第一美亚将其持有的友升有限55%股权转让给美国日升，第一美亚不再持有友升有限股权，该次转让系由罗世兵同一控制下的两家企业进行的转让，未支付对价。根据公司提供的资料及境外律师出具的境外法律意见书，美国日升成立于2003年7月21日，注册地址为美国亚利桑那州，股东和法定代表人为占庆华。占庆华为罗世兵的母亲，其受罗世兵委托于2003年7月21日设立美国日升。本次股权转让后，罗世兵通过美国日升间接持有友升有限55%股权。占庆华作为名义股东不实际参与经营管理，双方均确认属于代持。,BATCH_CONFIRMED_BY_STUDENT
603418,友升股份,603418_subscription_flow_001,subscription_flow,"2020年9月增资至13,380.00万元",44,capital_increase,event_family:subscription_flow,capital_increase,capital_increase,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:subscription_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:22:24,"[PAGE 44][PRIMARY] 3、2020年9月，增资至13,380.00万元2020年9月，金浦临港基金、金浦科创基金和上海骁墨与本次增资前公司股东泽升贸易、罗世兵、共青城泽升、达晨创联基金共同签署《投资协议》，约定金浦临港基金、金浦科创基金和上海骁墨分别以7,000万元、3,000万元和1,500万元认购发行人新增注册资本840万元、360万元和180万元。2020年9月27日，经友升股份2020年第二次临时股东大会审议通过，友升股份股本由12,000万元增加至13,380万元，新增注册资本由金浦临港基金出资840万元、金浦科创基金出资360万元、上海骁墨出资180万元，出资方式均为货币资金，新增股份的认购价格为8.3333元/股。2020年9月30日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。本次增资后，友升股份的股权结构如下：序号股东名称股份（万股）持股比例1泽升贸易8,976.0067.09%2达晨创联基金1,800.0013.45%3共青城泽升1,020.007.62%4罗世兵204.001.52%5金浦临港基金840.006.28%6金浦科创基金360.002.69%7上海骁墨180.001.35%合计13,380.00100.00%",BATCH_CONFIRMED_BY_STUDENT
603418,友升股份,603418_subscription_flow_002,subscription_flow,"2022年12月增资至14,480.1333万元",45|46|75|80,capital_increase,event_family:subscription_flow,capital_increase,capital_increase,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:subscription_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:22:44,"[PAGE 45][PRIMARY] 4、2022年12月，增资至14,480.1333万元2022年12月4日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333万元，新增股份的认购价格为33.6323元/股，新增股本的认购情况如下：序号认购人认购数量（万股）认购金额（万元）出资方式1杉晖创业297.333310,000.00货币2上海联炻297.333310,000.00货币3安吉璞颉148.66675,000.00货币4财投晨源89.20003,000.00货币5深圳达晨创程86.59842,912.50货币6杉创智至59.46672,000.00货币7杭州达晨创程51.95901,747.50货币8达晨财汇29.73331,000.00货币9达晨财智29.73331,000.00货币10财智创赢10.1093340.00货币合计1,100.133337,000.00/2022年12月19日，友升股份召开2022年第六次临时股东大会，审议通过了前述议案。2022年12月19日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。本次增资后，友升股份的股权结构如下：序号股东名称股份（万股）持股比例1泽升贸易8,976.000061.99%2达晨创联基金1,800.000012.43%3共青城泽升1,020.00007.04%4金浦临港基金840.00005.80%5金浦科创基金360.00002.49%6杉晖创业297.33332.05%7上海联炻297",BATCH_CONFIRMED_BY_STUDENT
688758,赛分科技,688758_capitalization_001,capitalization,2021年12月第一次资本公积转增股本,62|63|64,capital_reserve_conversion,title_keyword:资本公积转增/转增股本,capital_reserve_conversion,capital_reserve_conversion,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,title_keyword:资本公积转增/转增股本,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:23:04,"[PAGE 62][PRIMARY] 6、2021年12月，报告期内第一次资本公积转增股本2021年12月6日，赛分科技召开2021年第三次临时股东大会决议，决议同意赛分科技以2021年11月25日总股本31,868,556股为基数，以资本公积金向公司现有全体股东每10股转增105股，共计转增股本334,619,838股，每股面值1元。本次转增完成后，公司股本总数由31,868,556股变更为366,488,394股，并同步修改《公司章程》。2021年12月15日，赛分科技取得了江苏省市场监督管理局换发的《营业 [PAGE 63][PRIMARY] 苏州赛分科技股份有限公司首次公开发行股票并在科创板上市招股说明书1-1-62执照》。本次增资完成后，赛分科技的股权结构如下：序号股东姓名/名称股份数量（股）持股比例（%）1黄学英92,364,17725.20252周金清32,200,0008.78613高新同华31,050,0008.47234陆民29,601,0008.07695国寿疌泉28,757,0737.84676华泰大健康一号20,146,7015.49727源峰磐赛18,075,8734.93228苏州贤达15,427,2504.20959复星惟盈14,531,6423.965110苏州博达13,217,9743.606711苏州杰贤7,990,2002.180212潘鼎7,268,0001.983113珠海峦恒7,230,3491.972914高瓴祈睿7,230,3491.972915海佳同康5,451,0001.487416国药中生5,311,2291.449217",BATCH_CONFIRMED_BY_STUDENT
688758,赛分科技,688758_equity_snapshot_001,equity_snapshot,报告期初股权结构,53|54,equity_snapshot,event_family:equity_snapshot,equity_snapshot,equity_snapshot,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:equity_snapshot,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:23:10,"[PAGE 53][PRIMARY] 报告期初，公司注册资本2,408.00万元，其股权结构如下： [PAGE 54][PRIMARY] 苏州赛分科技股份有限公司首次公开发行股票并在科创板上市招股说明书1-1-53序号股东姓名/名称认缴出资额（万元）实缴出资额（万元）出资比例（%）出资方式1黄学英883.39883.3936.69货币2周金清280.00280.0011.63货币3陆民257.40257.4010.69货币4高新同华248.00248.0010.30货币5华泰大健康一号175.19175.197.28货币6苏州贤达134.15134.155.57货币7苏州博达114.94114.944.77货币8苏州杰贤69.4869.482.89货币9潘鼎63.2063.202.62货币10海佳同康47.4047.401.97货币11苏州敦行40.0040.001.66货币12陈志华30.0430.041.25货币13耿卫东30.0030.001.25货币14骏耀投资20.0020.000.83货币15华泰大健康二号12.0012.000.50货币16道兴投资2.812.810.12货币合计2,408.002,408.00100.00/报告期内，公司进行了3次增资、2次股权转让、1次资本公积转增股本；报告期内，公司改制为股份有限公司；报告期末至本招股说明书签署日，公司股本和股东未发生变化。",BATCH_CONFIRMED_BY_STUDENT
688758,赛分科技,688758_equity_snapshot_002,equity_snapshot,招股说明书签署日发行人完整股东结构,65|66,equity_snapshot,event_family:equity_snapshot,equity_snapshot,equity_snapshot,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:equity_snapshot,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:23:19,"[PAGE 65][PRIMARY] 五、公司股权关系与内部组织结构（一）公司股权关系截至本招股说明书签署之日，公司股本总数为366,488,394股，公司股东及持股情况如下：序号股东姓名/名称股份数量（股）持股比例（%）1黄学英92,364,17725.20252周金清32,200,0008.78613高新同华31,050,0008.47234陆民29,601,0008.07695国寿疌泉28,757,0737.84676华泰大健康一号20,146,7015.49727源峰磐赛18,075,8734.93228苏州贤达15,427,2504.20959复星惟盈14,531,6423.965110苏州博达13,217,9743.606711苏州杰贤7,990,2002.180212潘鼎7,268,0001.983113珠海峦恒7,230,3491.972914高瓴祈睿7,230,3491.972915海佳同康5,451,0001.487416国药中生5,311,2291.449217苏州敦行4,600,0001.255218夏尔巴二期4,518,9711.233019陈志华3,454,6000.942620耿卫东3,450,0000.9414 [PAGE 66][PRIMARY] 苏州赛分科技股份有限公司首次公开发行股票并在科创板上市招股说明书1-1-65序号股东姓名/名称股份数量（股）持股比例（%）21甘李药业2,711,3780.739822骏耀投资2,300,0000.627623朱勤华2,231,9320.609024吴征涛1,807,5930.493225国药二期1,",BATCH_CONFIRMED_BY_STUDENT
